가게이름,카테고리,전체평점,평점건수,리뷰수,영업상태,영업시간,주소,지번,,연락처,홈페이지,리뷰작성자,작성자리뷰작성수,작성자평균평점,팔로워,리뷰평점,리뷰작성일,리뷰내용,리뷰이미지,
맘스터치 인하대점,패스트푸드,2.2,"22
개",,영업 중,영업 중23:00 까지월(11/3)10:00 ~ 23:00화(11/4)10:00 ~ 23:00수(11/5)10:00 ~ 23:00목(11/6)10:00 ~ 23:00금(11/7)10:00 ~ 23:00토(11/8)10:00 ~ 23:00일(11/9)10:00 ~ 23:00수정제안,인천 미추홀구 경인남길30번길 53 2층 (우)22207,용현동 182-6,,328755542,"https://www.momstouch.co.kr
수정제안","
김상진",55,4.4,4,4,2022.05.17.,"패티 퀄리티가 가끔 이상하긴한데 기본적으로 맛있긴해요
 ",,https://place.map.kakao.com/26237024#review
맘스터치 인하대점,패스트푸드,2.2,"22
개",,영업 중,영업 중23:00 까지월(11/3)10:00 ~ 23:00화(11/4)10:00 ~ 23:00수(11/5)10:00 ~ 23:00목(11/6)10:00 ~ 23:00금(11/7)10:00 ~ 23:00토(11/8)10:00 ~ 23:00일(11/9)10:00 ~ 23:00수정제안,인천 미추홀구 경인남길30번길 53 2층 (우)22207,용현동 182-6,,328755542,"https://www.momstouch.co.kr
수정제안","
이진",5,3.4,0,5,2022.04.08.,"오늘자 개꿀맛 소스 많이주고 친절한데?
아래 할아버지보다 더 맛있음 취향차이 인듯 ",,https://place.map.kakao.com/26237024#review
맘스터치 인하대점,패스트푸드,2.2,"22
개",,영업 중,영업 중23:00 까지월(11/3)10:00 ~ 23:00화(11/4)10:00 ~ 23:00수(11/5)10:00 ~ 23:00목(11/6)10:00 ~ 23:00금(11/7)10:00 ~ 23:00토(11/8)10:00 ~ 23:00일(11/9)10:00 ~ 23:00수정제안,인천 미추홀구 경인남길30번길 53 2층 (우)22207,용현동 182-6,,328755542,"https://www.momstouch.co.kr
수정제안","
3점평범4점맛있5점최고",518,3.8,199,1,2022.02.03.,프랜차이즈의 '인후'화 ,,https://place.map.kakao.com/26237024#review
맘스터치 인하대점,패스트푸드,2.2,"22
개",,영업 중,영업 중23:00 까지월(11/3)10:00 ~ 23:00화(11/4)10:00 ~ 23:00수(11/5)10:00 ~ 23:00목(11/6)10:00 ~ 23:00금(11/7)10:00 ~ 23:00토(11/8)10:00 ~ 23:00일(11/9)10:00 ~ 23:00수정제안,인천 미추홀구 경인남길30번길 53 2층 (우)22207,용현동 182-6,,328755542,"https://www.momstouch.co.kr
수정제안","
가성비대학생",98,3.6,4,3,2021.12.09.,"속도 느림, 좀 불친절 ",,https://place.map.kakao.com/26237024#review
맘스터치 인하대점,패스트푸드,2.2,"22
개",,영업 중,영업 중23:00 까지월(11/3)10:00 ~ 23:00화(11/4)10:00 ~ 23:00수(11/5)10:00 ~ 23:00목(11/6)10:00 ~ 23:00금(11/7)10:00 ~ 23:00토(11/8)10:00 ~ 23:00일(11/9)10:00 ~ 23:00수정제안,인천 미추홀구 경인남길30번길 53 2층 (우)22207,용현동 182-6,,328755542,"https://www.momstouch.co.kr
수정제안","
이이잉",252,4,22,1,2021.03.31.,,,https://place.map.kakao.com/26237024#review
맘스터치 인하대점,패스트푸드,2.2,"22
개",,영업 중,영업 중23:00 까지월(11/3)10:00 ~ 23:00화(11/4)10:00 ~ 23:00수(11/5)10:00 ~ 23:00목(11/6)10:00 ~ 23:00금(11/7)10:00 ~ 23:00토(11/8)10:00 ~ 23:00일(11/9)10:00 ~ 23:00수정제안,인천 미추홀구 경인남길30번길 53 2층 (우)22207,용현동 182-6,,328755542,"https://www.momstouch.co.kr
수정제안","
카말 앗 갈 (Chemophile)",48,4.6,6,5,2020.07.08.,After long time this one was revealed. BTW reasonable  for muslim students  of Inha University  ,,https://place.map.kakao.com/26237024#review
맘스터치 인하대점,패스트푸드,2.2,"22
개",,영업 중,영업 중23:00 까지월(11/3)10:00 ~ 23:00화(11/4)10:00 ~ 23:00수(11/5)10:00 ~ 23:00목(11/6)10:00 ~ 23:00금(11/7)10:00 ~ 23:00토(11/8)10:00 ~ 23:00일(11/9)10:00 ~ 23:00수정제안,인천 미추홀구 경인남길30번길 53 2층 (우)22207,용현동 182-6,,328755542,"https://www.momstouch.co.kr
수정제안","
내 리뷰보면 실패안함",188,3.7,27,1,2020.06.19.,,,https://place.map.kakao.com/26237024#review
맘스터치 인하대점,패스트푸드,2.2,"22
개",,영업 중,영업 중23:00 까지월(11/3)10:00 ~ 23:00화(11/4)10:00 ~ 23:00수(11/5)10:00 ~ 23:00목(11/6)10:00 ~ 23:00금(11/7)10:00 ~ 23:00토(11/8)10:00 ~ 23:00일(11/9)10:00 ~ 23:00수정제안,인천 미추홀구 경인남길30번길 53 2층 (우)22207,용현동 182-6,,328755542,"https://www.momstouch.co.kr
수정제안","
내가누구게",94,4.1,4,3,2020.01.14.,맛은 있으나 너무 느림 ,,https://place.map.kakao.com/26237024#review
맘스터치 인하대점,패스트푸드,2.2,"22
개",,영업 중,영업 중23:00 까지월(11/3)10:00 ~ 23:00화(11/4)10:00 ~ 23:00수(11/5)10:00 ~ 23:00목(11/6)10:00 ~ 23:00금(11/7)10:00 ~ 23:00토(11/8)10:00 ~ 23:00일(11/9)10:00 ~ 23:00수정제안,인천 미추홀구 경인남길30번길 53 2층 (우)22207,용현동 182-6,,328755542,"https://www.momstouch.co.kr
수정제안","
강동길",81,3.2,2,1,2019.05.16.,"서비스 최악 + 속도 최악 + 품질 최악

별 한개주기도 아까움 ",,https://place.map.kakao.com/26237024#review
맘스터치 인하대점,패스트푸드,2.2,"22
개",,영업 중,영업 중23:00 까지월(11/3)10:00 ~ 23:00화(11/4)10:00 ~ 23:00수(11/5)10:00 ~ 23:00목(11/6)10:00 ~ 23:00금(11/7)10:00 ~ 23:00토(11/8)10:00 ~ 23:00일(11/9)10:00 ~ 23:00수정제안,인천 미추홀구 경인남길30번길 53 2층 (우)22207,용현동 182-6,,328755542,"https://www.momstouch.co.kr
수정제안",,,,,,,,,https://place.map.kakao.com/26237024#review
연화마을,"호프,요리주점",4.4,"9
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 02:00화(11/4)17:00 ~ 02:00수(11/5)17:00 ~ 02:00목(11/6)17:00 ~ 02:00금(11/7)17:00 ~ 02:00토(11/8)17:00 ~ 02:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 121 (우)22208,용현동 80-39,,,"웹사이트를 알려주세요
수정제안","
류재형",180,3.2,7,3,2025.06.02.,,,https://place.map.kakao.com/1550881481#review
연화마을,"호프,요리주점",4.4,"9
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 02:00화(11/4)17:00 ~ 02:00수(11/5)17:00 ~ 02:00목(11/6)17:00 ~ 02:00금(11/7)17:00 ~ 02:00토(11/8)17:00 ~ 02:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 121 (우)22208,용현동 80-39,,,"웹사이트를 알려주세요
수정제안","
.",130,4.6,1,5,2023.10.19.,주기적으로 가줘야함 전이랑 솔잎주 궁합이 ㅁㅊ습니다 ,,https://place.map.kakao.com/1550881481#review
연화마을,"호프,요리주점",4.4,"9
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 02:00화(11/4)17:00 ~ 02:00수(11/5)17:00 ~ 02:00목(11/6)17:00 ~ 02:00금(11/7)17:00 ~ 02:00토(11/8)17:00 ~ 02:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 121 (우)22208,용현동 80-39,,,"웹사이트를 알려주세요
수정제안","
공돌이",18,5,0,5,2023.10.19.,솔잎주 최고에요:) ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9adef6c9a6117ead6f93e4ab206c58b04c9e8591%3Foriginal,https://place.map.kakao.com/1550881481#review
연화마을,"호프,요리주점",4.4,"9
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 02:00화(11/4)17:00 ~ 02:00수(11/5)17:00 ~ 02:00목(11/6)17:00 ~ 02:00금(11/7)17:00 ~ 02:00토(11/8)17:00 ~ 02:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 121 (우)22208,용현동 80-39,,,"웹사이트를 알려주세요
수정제안","
이열칠석",105,3.7,2,3,2023.05.04.,,,https://place.map.kakao.com/1550881481#review
연화마을,"호프,요리주점",4.4,"9
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 02:00화(11/4)17:00 ~ 02:00수(11/5)17:00 ~ 02:00목(11/6)17:00 ~ 02:00금(11/7)17:00 ~ 02:00토(11/8)17:00 ~ 02:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 121 (우)22208,용현동 80-39,,,"웹사이트를 알려주세요
수정제안","
Hmm",78,4.1,5,5,2023.05.01.,연꽃마을 없어진 줄 알고 너무 슬펐는데 여기 이렇게 있었네요. 10년만에 와도 그대로라서 너무 좋아요????  ,,https://place.map.kakao.com/1550881481#review
연화마을,"호프,요리주점",4.4,"9
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 02:00화(11/4)17:00 ~ 02:00수(11/5)17:00 ~ 02:00목(11/6)17:00 ~ 02:00금(11/7)17:00 ~ 02:00토(11/8)17:00 ~ 02:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 121 (우)22208,용현동 80-39,,,"웹사이트를 알려주세요
수정제안","
.",15,4.5,0,5,2023.01.21.,솔잎주+전=극락 ,,https://place.map.kakao.com/1550881481#review
연화마을,"호프,요리주점",4.4,"9
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 02:00화(11/4)17:00 ~ 02:00수(11/5)17:00 ~ 02:00목(11/6)17:00 ~ 02:00금(11/7)17:00 ~ 02:00토(11/8)17:00 ~ 02:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 121 (우)22208,용현동 80-39,,,"웹사이트를 알려주세요
수정제안","
오나연",11,5,0,5,2022.08.17.,,,https://place.map.kakao.com/1550881481#review
연화마을,"호프,요리주점",4.4,"9
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 02:00화(11/4)17:00 ~ 02:00수(11/5)17:00 ~ 02:00목(11/6)17:00 ~ 02:00금(11/7)17:00 ~ 02:00토(11/8)17:00 ~ 02:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 121 (우)22208,용현동 80-39,,,"웹사이트를 알려주세요
수정제안","
동그란키위새",107,4.8,4,5,2022.05.08.,,,https://place.map.kakao.com/1550881481#review
연화마을,"호프,요리주점",4.4,"9
개","21
개",영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 02:00화(11/4)17:00 ~ 02:00수(11/5)17:00 ~ 02:00목(11/6)17:00 ~ 02:00금(11/7)17:00 ~ 02:00토(11/8)17:00 ~ 02:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 121 (우)22208,용현동 80-39,,,"웹사이트를 알려주세요
수정제안","
퉁그리",391,3.9,36,4,2022.01.23.,솔잎주 맛있어요 안주도 맛있네요 ,,https://place.map.kakao.com/1550881481#review
머루와다래,분식,3.5,"6
개","16
개",영업 중,영업 중02:00 까지월(11/3)04:00 ~ 02:00화(11/4)04:00 ~ 02:00수(11/5)04:00 ~ 02:00목(11/6)04:00 ~ 02:00금(11/7)04:00 ~ 02:00토(11/8)휴무일일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점105번길 30 (우)22208,용현동 95-30,,328689247,"웹사이트를 알려주세요
수정제안","
류재형",180,3.2,7,3,2025.05.28.,엄청난 가성비와 무난-1한 맛 ,,https://place.map.kakao.com/21373572#review
머루와다래,분식,3.5,"6
개","16
개",영업 중,영업 중02:00 까지월(11/3)04:00 ~ 02:00화(11/4)04:00 ~ 02:00수(11/5)04:00 ~ 02:00목(11/6)04:00 ~ 02:00금(11/7)04:00 ~ 02:00토(11/8)휴무일일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점105번길 30 (우)22208,용현동 95-30,,328689247,"웹사이트를 알려주세요
수정제안","
운비",124,3.9,3,1,2024.09.29.,바뀌고나서는 별로.. ,,https://place.map.kakao.com/21373572#review
머루와다래,분식,3.5,"6
개","16
개",영업 중,영업 중02:00 까지월(11/3)04:00 ~ 02:00화(11/4)04:00 ~ 02:00수(11/5)04:00 ~ 02:00목(11/6)04:00 ~ 02:00금(11/7)04:00 ~ 02:00토(11/8)휴무일일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점105번길 30 (우)22208,용현동 95-30,,328689247,"웹사이트를 알려주세요
수정제안","
송준기",2,3.5,0,3,2023.06.14.,저렴하고 양 많이 주시네요! 위생은 조금 거슬렸는데 그래도 싼마이로 먹는듯 ,,https://place.map.kakao.com/21373572#review
머루와다래,분식,3.5,"6
개","16
개",영업 중,영업 중02:00 까지월(11/3)04:00 ~ 02:00화(11/4)04:00 ~ 02:00수(11/5)04:00 ~ 02:00목(11/6)04:00 ~ 02:00금(11/7)04:00 ~ 02:00토(11/8)휴무일일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점105번길 30 (우)22208,용현동 95-30,,328689247,"웹사이트를 알려주세요
수정제안","
ㄱㅎㄱ",1123,5,19,5,2022.02.27.,,,https://place.map.kakao.com/21373572#review
머루와다래,분식,3.5,"6
개","16
개",영업 중,영업 중02:00 까지월(11/3)04:00 ~ 02:00화(11/4)04:00 ~ 02:00수(11/5)04:00 ~ 02:00목(11/6)04:00 ~ 02:00금(11/7)04:00 ~ 02:00토(11/8)휴무일일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점105번길 30 (우)22208,용현동 95-30,,328689247,"웹사이트를 알려주세요
수정제안","
내 리뷰보면 실패안함",188,3.7,27,4,2022.01.03.,"인하대생중에
머다와루래 모르는사람 있을까,,
떡볶이 1인분양은 한결같이 둘이먹어도 많음
... 더보기",,https://place.map.kakao.com/21373572#review
머루와다래,분식,3.5,"6
개","16
개",영업 중,영업 중02:00 까지월(11/3)04:00 ~ 02:00화(11/4)04:00 ~ 02:00수(11/5)04:00 ~ 02:00목(11/6)04:00 ~ 02:00금(11/7)04:00 ~ 02:00토(11/8)휴무일일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점105번길 30 (우)22208,용현동 95-30,,328689247,"웹사이트를 알려주세요
수정제안","
맛집 감별사",50,4.2,2,5,2020.04.10.,양도많고 맛있고.. 1인분 사서 둘이서 배불리 나눠먹어요! ,,https://place.map.kakao.com/21373572#review
한창희천하일면 인하대점,국수,5,"1
개",,영업 전,영업 전11:30 오픈월(11/3)11:30 ~ 20:3015:00 ~ 17:00 브레이크타임화(11/4)11:30 ~ 20:3015:00 ~ 17:00 브레이크타임수(11/5)11:30 ~ 20:3015:00 ~ 17:00 브레이크타임목(11/6)11:30 ~ 20:3015:00 ~ 17:00 브레이크타임금(11/7)11:30 ~ 20:3015:00 ~ 17:00 브레이크타임토(11/8)11:30 ~ 20:3015:00 ~ 17:00 브레이크타임일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점77번길 6-38 1층 (우)22207,용현동 190-12,,328756506,"https://www.instagram.com/no.1_noodles_inha
수정제안","
공은찬",1,5,0,5,2025.04.19.,혼밥 혼술하기 좋아요 ,,https://place.map.kakao.com/1161206980#review
뼈앓이감자탕 용현점,감자탕,5,"2
개",,영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00요기요 제공수정제안,인천 미추홀구 인하로 인하대점91번길 47 (우)22208,용현동 95-27,,328728381,"웹사이트를 알려주세요
수정제안","
준희",1,5,0,5,2025.09.28.,양이 많고 맛있어요 ,,https://place.map.kakao.com/1402182561#review
뼈앓이감자탕 용현점,감자탕,5,"2
개",,영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00요기요 제공수정제안,인천 미추홀구 인하로 인하대점91번길 47 (우)22208,용현동 95-27,,328728381,"웹사이트를 알려주세요
수정제안","
이재현",3,3.7,1,5,2025.01.28.,홀서빙 하시는 분 친절하세요. ,,https://place.map.kakao.com/1402182561#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
마타누이",63,4.6,1,5,2025.09.12.,이곳 돈까스는 기본에 충실한 맛입니다. 정말 맛있어요. ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F13c6af2c47103f514f36c9cce22a29990c355c6b%3Foriginal,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
Asap",74,4.2,15,5,2025.07.13.,여자친구가 좋아해요! ,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
I",993,4.9,24,5,2025.02.02.,떡볶이 저렴하고 맛있어요 ,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
평가원",487,4.2,35,5,2024.06.15.,가성비 맛집인데 평점 와이라노?? 다들 쫄돈 드세용 ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6979433d27d6ba68a5df172b5597c808196cfc23%3Foriginal,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
닥터장",292,2.5,26,2,2024.06.06.,프랜차이즈 맛 그 자체 ,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
맛집어디야",77,3.6,4,3,2022.11.27.,별점 1점까지는 아닌거 같은데 왜케 1점이 많지..?? 쫄면 돈까스 둘다 보통 맛 나름 괜찮던데  ,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
김은제",15,3,0,1,2022.10.24.,,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
ㄱㅎㄱ",1123,5,19,5,2022.05.19.,,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
후기조작잡는봇",518,1.3,26,1,2022.04.29.,,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
느아",73,2.7,8,1,2022.03.24.,,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
(오박사466)",7,1.3,0,1,2021.11.25.,"평점 장난하는 건가?
21년 4월에 좋은 평점 우르르르~~
ㅎㅎㅎ ",,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
구상용",186,3.3,4,1,2021.07.03.,"아이.  맛없어요
그리고 튀김 기름좀 갈아주세요
어떻게 이런 평점이……
평점 올라... 더보기",,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
복돌",121,4.4,2,5,2021.06.26.,아 너무 먹고싶다…….. 쫄돈……. ,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
홍져니",1,4,0,4,2021.04.20.,양도 많구 넘 맛있어요. 떡볶이 먹었는데 떡이 쫠깃 ~ 넘 맛나서 다음엔 다른것도 먹어볼께요.  ,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
한민지",1,5,0,5,2021.04.20.,맛있어서 자주가요 ㅎㅎ 돈가스랑 먹느라못찍은 쫄면이랑 궁합이 최고에요 달달 바삭하고 쫄면도 적당히 매워서 같이먹으면 넘맛나요 ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa23a0646ada677787147b7c5ccf5a101ae50077a%3Foriginal,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
기모나미",2,5,0,5,2021.04.20.,너무 맛있어요. 돈까스와 쫄면의 궁합이 미쳤어요ㅎㅎ 소스도 너무 맛있고 입맛에 딱이에요~ 돈까스 바삭함이 목넘길때까지 느껴지고 쫄면은 질기지도 않고 너무 맵지도 않아서 아이들도 잘먹어요ㅎㅎ 단골될께요^^ ,,https://place.map.kakao.com/1520013038#review
계속 쪼르면,분식,4.4,"77
개","29
개",,휴무일내일 11:00 오픈매주 월요일 휴무월(11/3)휴무일화(11/4)11:00 ~ 21:00수(11/5)11:00 ~ 21:00목(11/6)11:00 ~ 21:00금(11/7)11:00 ~ 21:00토(11/8)11:00 ~ 21:00일(11/9)11:00 ~ 21:00수정제안,인천 미추홀구 인하로 인하대점 101-1 1층 (우)22207,용현동 187-41,,328766970,"https://jjormyun.com/
수정제안","
승환",1,5,0,5,2021.04.20.,"맛도 서비스도 만족스러웠습니다.
자주 방문해서 이용할게요~ ",,https://place.map.kakao.com/1520013038#review
