가게이름,카테고리,전체평점,평점건수,리뷰수,리뷰작성자,리뷰작성일,작성자리뷰작성수,작성자평균평점,리뷰평점,리뷰내용,X3_Sentiment,X1_Organic_Count,X2_Ad_Count,X1_Organic_Ratio,X2_Ad_Ratio,X1_Organic_Flag,X2_Ad_Flag,X4_Specificity,X5_rating_mean,X6_review_num,X7_content_sim,X8_Is_Viral,label,is_StrongLabeled,validated_label,ad_prob,ad_pred
연화마을,"호프,요리주점",4.4,9,21,동그란키위새,2022-05-08,107.0,4.8,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.8,107.0,1.0,0,-1.0,False,,0.08714529616335367,0
연화마을,"호프,요리주점",4.4,9,21,퉁그리,2022-01-23,391.0,3.9,4.0,솔잎주 맛있어요 안주도 맛있네요 ,0.5054319500923157,0,0,0.0,0.0,0,0,18,3.9,391.0,0.0197786732371712,0,-1.0,False,,0.08261030070948723,0
머루와다래,분식,3.5,6,16,류재형,2025-05-28,180.0,3.2,3.0,엄청난 가성비와 무난-1한 맛 ,0.5038325190544128,1,0,0.25,0.0,1,0,17,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08347528163027837,0
머루와다래,분식,3.5,6,16,운비,2024-09-29,124.0,3.9,1.0,바뀌고나서는 별로.. ,0.3411570489406585,0,0,0.0,0.0,0,0,12,3.9,124.0,0.0,0,0.0,False,,0.08259584164962028,0
머루와다래,분식,3.5,6,16,송준기,2023-06-14,2.0,3.5,3.0,저렴하고 양 많이 주시네요! 위생은 조금 거슬렸는데 그래도 싼마이로 먹는듯 ,0.7525181770324707,0,0,0.0,0.0,0,0,42,3.5,2.0,0.0,0,0.0,False,,0.08653787782339392,0
머루와다래,분식,3.5,6,16,ㄱㅎㄱ,2022-02-27,1123.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1123.0,1.0,0,-1.0,False,,0.0889350379059115,0
머루와다래,분식,3.5,6,16,내 리뷰보면 실패안함,2022-01-03,188.0,3.7,4.0,"인하대생중에머다와루래 모르는사람 있을까,,떡볶이 1인분양은 한결같이 둘이먹어도 많음... 더보기",0.465785264968872,0,0,0.0,0.0,0,0,53,3.7,188.0,0.0129346129888766,0,0.0,True,,0.08346421034968124,0
머루와다래,분식,3.5,6,16,맛집 감별사,2020-04-10,50.0,4.2,5.0,양도많고 맛있고.. 1인분 사서 둘이서 배불리 나눠먹어요! ,0.5123327970504761,0,0,0.0,0.0,0,0,33,4.2,50.0,0.0,0,-1.0,False,,0.08482580811220818,0
한창희천하일면 인하대점,국수,5.0,1,0,공은찬,2025-04-19,1.0,5.0,5.0,혼밥 혼술하기 좋아요 ,0.508493185043335,0,0,0.0,0.0,0,0,12,5.0,1.0,0.0,0,-1.0,False,,0.11129155206070854,0
뼈앓이감자탕 용현점,감자탕,5.0,2,0,준희,2025-09-28,1.0,5.0,5.0,양이 많고 맛있어요 ,0.5036477446556091,0,0,0.0,0.0,0,0,11,5.0,1.0,0.0,0,-1.0,False,,0.11129155206070854,0
뼈앓이감자탕 용현점,감자탕,5.0,2,0,이재현,2025-01-28,3.0,3.7,5.0,홀서빙 하시는 분 친절하세요. ,0.6542924046516418,2,0,0.5,0.0,1,0,17,3.7,3.0,0.0,0,-1.0,False,,0.09240293049344793,0
계속 쪼르면,분식,4.4,77,29,마타누이,2025-09-12,63.0,4.6,5.0,이곳 돈까스는 기본에 충실한 맛입니다. 정말 맛있어요. ,0.5031247735023499,0,0,0.0,0.0,0,0,31,4.6,63.0,0.0616162488298779,0,-1.0,False,,0.08564469473367081,0
계속 쪼르면,분식,4.4,77,29,Asap,2025-07-13,74.0,4.2,5.0,여자친구가 좋아해요! ,0.5090746879577637,0,0,0.0,0.0,0,0,12,4.2,74.0,0.006368835412953,0,-1.0,False,,0.08396062120084716,0
계속 쪼르면,분식,4.4,77,29,I,2025-02-02,993.0,4.9,5.0,떡볶이 저렴하고 맛있어요 ,0.5027689337730408,0,0,0.0,0.0,0,0,14,4.9,993.0,0.0,0,-1.0,False,,0.08910169949391955,0
계속 쪼르면,분식,4.4,77,29,평가원,2024-06-15,487.0,4.2,5.0,가성비 맛집인데 평점 와이라노?? 다들 쫄돈 드세용 ,0.548885703086853,0,0,0.0,0.0,0,0,29,4.2,487.0,0.0123148148148148,0,0.0,True,0.0,0.0862755566824501,0
계속 쪼르면,분식,4.4,77,29,닥터장,2024-06-06,292.0,2.5,2.0,프랜차이즈 맛 그 자체 ,0.5366065502166748,0,0,0.0,0.0,0,0,13,2.5,292.0,0.0284263335509872,0,0.0,False,,0.08258094362216825,0
계속 쪼르면,분식,4.4,77,29,맛집어디야,2022-11-27,77.0,3.6,3.0,별점 1점까지는 아닌거 같은데 왜케 1점이 많지..?? 쫄면 돈까스 둘다 보통 맛 나름 괜찮던데  ,0.8862764239311218,0,0,0.0,0.0,0,0,55,3.6,77.0,0.0,0,0.0,False,,0.0835047367522991,0
계속 쪼르면,분식,4.4,77,29,김은제,2022-10-24,15.0,3.0,1.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.0,15.0,0.0,0,0.0,False,,0.08527951373107012,0
계속 쪼르면,분식,4.4,77,29,ㄱㅎㄱ,2022-05-19,1123.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1123.0,1.0,0,-1.0,False,,0.0889350379059115,0
계속 쪼르면,분식,4.4,77,29,후기조작잡는봇,2022-04-29,518.0,1.3,1.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,1.3,518.0,0.0,0,0.0,False,,0.08272422375825207,0
계속 쪼르면,분식,4.4,77,29,느아,2022-03-24,73.0,2.7,1.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,2.7,73.0,1.0,0,0.0,False,,0.08352054604767695,0
계속 쪼르면,분식,4.4,77,29,(오박사466),2021-11-25,7.0,1.3,1.0,평점 장난하는 건가?21년 4월에 좋은 평점 우르르르~~ㅎㅎㅎ ,0.5701239705085754,0,0,0.0,0.0,0,0,35,1.3,7.0,0.0,0,1.0,True,,0.12595580461020928,0
계속 쪼르면,분식,4.4,77,29,구상용,2021-07-03,186.0,3.3,1.0,아이.  맛없어요그리고 튀김 기름좀 갈아주세요어떻게 이런 평점이……평점 올라... 더보기,0.3645238280296325,0,0,0.0,0.0,0,0,49,3.3,186.0,0.0555555555555555,0,0.0,False,,0.08416534958922611,0
계속 쪼르면,분식,4.4,77,29,복돌,2021-06-26,121.0,4.4,5.0,아 너무 먹고싶다…….. 쫄돈……. ,0.6532339453697205,0,0,0.0,0.0,0,0,20,4.4,121.0,0.0555555555555555,0,-1.0,False,,0.09095209576480053,0
계속 쪼르면,분식,4.4,77,29,홍져니,2021-04-20,1.0,4.0,4.0,양도 많구 넘 맛있어요. 떡볶이 먹었는데 떡이 쫠깃 ~ 넘 맛나서 다음엔 다른것도 먹어볼께요.  ,0.5198638439178467,0,1,0.0,0.0714285714285714,0,1,54,4.0,1.0,0.0,1,-1.0,False,,0.0884989834248707,0
계속 쪼르면,분식,4.4,77,29,한민지,2021-04-20,1.0,5.0,5.0,맛있어서 자주가요 ㅎㅎ 돈가스랑 먹느라못찍은 쫄면이랑 궁합이 최고에요 달달 바삭하고 쫄면도 적당히 매워서 같이먹으면 넘맛나요 ,0.5307541489601135,0,1,0.0,0.0666666666666666,0,1,70,5.0,1.0,0.0,1,-1.0,False,,0.08816917064088167,0
계속 쪼르면,분식,4.4,77,29,기모나미,2021-04-20,2.0,5.0,5.0,너무 맛있어요. 돈까스와 쫄면의 궁합이 미쳤어요ㅎㅎ 소스도 너무 맛있고 입맛에 딱이에요~ 돈까스 바삭함이 목넘길때까지 느껴지고 쫄면은 질기지도 않고 너무 맵지도 않아서 아이들도 잘먹어요ㅎㅎ 단골될께요^^ ,0.5423301458358765,0,1,0.0,0.0416666666666666,0,1,114,5.0,2.0,0.0,1,-1.0,False,,0.09261387497841285,0
계속 쪼르면,분식,4.4,77,29,승환,2021-04-20,1.0,5.0,5.0,맛도 서비스도 만족스러웠습니다.자주 방문해서 이용할게요~ ,0.5027142763137817,1,0,0.2,0.0,1,0,32,5.0,1.0,0.0,1,-1.0,False,,0.1969770394495125,0
계속 쪼르면,분식,4.4,77,29,갸은,2021-04-20,13.0,4.9,5.0,직원분도 친절하시고 음식도 전반적으로 다 맛있어요ㅎㅎ 친구랑 배부르게 먹고왔어요:) ,0.5072425603866577,2,1,0.2222222222222222,0.1111111111111111,1,1,47,4.9,13.0,0.0,1,-1.0,False,,0.09183855365522538,0
계속 쪼르면,분식,4.4,77,29,강유정,2021-04-20,6.0,5.0,5.0,너무 맛있어요 국물떡볶이 좋아하는데 국물도 너무 맛있고 수저로 떡이랑 같이 떠먹는게 좋아요~ 멀지 ... 더보기,0.5166645050048828,0,0,0.0,0.0,0,0,62,5.0,6.0,0.0,1,-1.0,False,,0.09158639883184982,0
계속 쪼르면,분식,4.4,77,29,조은경,2021-04-20,18.0,4.9,5.0,떡볶이 정말 좋아하는데 여긴 진짜 맛있네요자극적이지 않고 어묵에서 나오는 국물이 시원해서넘 맛있어요~ ,0.5125691890716553,0,0,0.0,0.0,0,0,57,4.9,18.0,0.0,1,-1.0,False,,0.08706145361600309,0
고양이눈,일식,4.4,12,19,스카이,2025-09-12,137.0,4.3,5.0,맛있어요. ,0.5,0,0,0.0,0.0,0,0,6,4.3,137.0,0.0,1,-1.0,False,,0.0856353686291236,0
고양이눈,일식,4.4,12,19,^♡^,2025-09-12,2.0,5.0,5.0,맛있어요.친절하시고 카래양도 많... 더보기,0.5108553767204285,1,0,0.25,0.0,1,0,24,5.0,2.0,0.0,1,1.0,True,0.0,0.6659704435219991,1
고양이눈,일식,4.4,12,19,고은찬,2024-03-22,45.0,5.0,5.0,인하대 후문 카레 고트 ,0.5847772359848022,0,0,0.0,0.0,0,0,13,5.0,45.0,0.0325101214574898,0,-1.0,False,,0.0850459269322348,0
고양이눈,일식,4.4,12,19,彬,2024-02-23,47.0,4.3,5.0,인후에서 이만한 카레집 없음. 다만 영업시간을 잘 보고 갈 것. ,0.897997260093689,0,0,0.0,0.0,0,0,36,4.3,47.0,0.0,0,-1.0,False,,0.08406589763872066,0
고양이눈,일식,4.4,12,19,박마스,2023-05-07,22.0,3.8,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.8,22.0,0.3333333333333333,0,-1.0,False,,0.08265866155900013,0
고양이눈,일식,4.4,12,19,하예성,2022-10-26,313.0,3.6,2.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.6,313.0,1.0,0,0.0,False,,0.0829098939717547,0
고양이눈,일식,4.4,12,19,냠,2022-06-11,1.0,1.0,1.0,영업중이라그래서 왔는데 문닫혀있어요 ,0.1924149841070175,0,0,0.0,0.0,0,0,20,1.8,5.0,0.0,0,0.0,False,,0.09701296619072833,0
고양이눈,일식,4.4,12,19,mok,2021-12-05,32.0,4.7,5.0,카레 먹으러 재방문 하는 곳은 여기가 처음 ,0.6336979866027832,0,0,0.0,0.0,0,0,24,4.7,32.0,0.0059940059940059,0,-1.0,False,,0.09809969306921955,0
고양이눈,일식,4.4,12,19,호기심고양이,2021-09-10,24.0,4.4,5.0,"가서 먹어도, 배달해 먹어도 정말 맛있어요. 인하대 대표 맛집이라고 자신있게 말할 수 있을 것 같아요.... 더보기",0.5212154984474182,0,0,0.0,0.0,0,0,64,4.4,24.0,0.03125,0,-1.0,False,,0.08352397494514385,0
고양이눈,일식,4.4,12,19,솔직하게,2020-10-22,56.0,4.1,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.1,56.0,0.0,0,-1.0,False,,0.08344188215056386,0
고양이눈,일식,4.4,12,19,율,2020-04-23,12.0,4.3,5.0,카라아게카레가 맛있었어요 최고에요 ,0.5027983784675598,0,0,0.0,0.0,0,0,19,4.3,12.0,0.0,0,-1.0,False,,0.149135006077781,0
고양이눈,일식,4.4,12,19,ㅇㄱ,2018-09-05,30.0,3.7,5.0,맛있어요 ,0.5,0,0,0.0,0.0,0,0,5,3.7,30.0,0.0,0,-1.0,False,,0.08290303118990769,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,Lovely,2025-05-29,502.0,4.5,5.0,맛있어여 가성비 굿!!! ,0.5024862885475159,0,0,0.0,0.0,0,0,14,4.5,502.0,0.0098324514991181,0,-1.0,False,,0.08337833721519669,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,hihi,2025-04-14,24.0,4.3,5.0,와 미쳤음 존맛탱 ,0.5,0,0,0.0,0.0,0,0,10,4.3,24.0,0.0,0,-1.0,False,,0.08627965936675305,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,군침받침대,2025-03-05,18.0,4.9,5.0,2명이서 인원 수만큼 시켰는데 이상하게 양이 개많아요 그래서 볶음밥 먹기 실패맛은 평타인데 가격 생각하면 엎드려 절하고 먹긴 해야죠다른 곳 1... 더보기,0.6483840942382812,0,0,0.0,0.0,0,0,86,4.9,18.0,0.0,0,0.0,True,,0.08641791103430965,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,최선,2024-09-09,86.0,4.0,5.0,2인분에 만오천원...갓해자양도 겁나많음... 더보기,0.4443255662918091,0,0,0.0,0.0,0,0,29,4.0,86.0,0.0,0,-1.0,False,,0.08491366825996906,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,진짜임,2024-09-01,20.0,3.4,3.0,평타 ,0.5,0,0,0.0,0.0,0,0,3,3.4,20.0,0.2666666666666666,0,0.0,False,,0.08254398412733265,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,sangkeek,2024-07-23,30.0,4.5,5.0,불닭볶음면 닭갈비 번전. 너↗?무 마시뜸.  ,0.5515754818916321,0,0,0.0,0.0,0,0,25,4.5,30.0,0.0,0,-1.0,False,,0.0883183659310898,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,박재원,2024-07-19,7.0,4.4,5.0,넘맛있어용ㅇ~ ,0.5,0,0,0.0,0.0,0,0,8,4.4,7.0,0.0,0,-1.0,False,,0.10471595937995264,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,김혜정,2024-06-20,28.0,4.5,5.0,2명이서 진짜 배터지게 먹고나온것같아요~~양 무지많고 양념 진쫘맛있어요글고 주인어머님... 더보기,0.5265586376190186,1,0,0.1111111111111111,0.0,1,0,54,4.5,28.0,0.0,0,-1.0,False,,0.08459666356397191,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,이혜진,2023-12-23,2.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,2.0,0.0,0,-1.0,False,,0.11845784762952216,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,이열칠석,2023-05-04,105.0,3.7,4.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.7,105.0,1.0,0,-1.0,False,,0.08318254181192059,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,디오니소스,2023-03-28,3.0,3.3,5.0,맛있고 사장님이 친절해요 ,0.5040748715400696,1,0,0.3333333333333333,0.0,1,0,14,3.3,3.0,0.0,1,-1.0,False,,0.09598155057469612,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,감자,2023-03-28,6.0,3.7,5.0,즁말 맛있어요 ,0.5,0,0,0.0,0.0,0,0,8,3.7,6.0,0.0,1,-1.0,False,,0.08597580711277311,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,daeat,2023-03-04,244.0,4.0,5.0,가격 대비 여기 만한 곳이 없다. 인후 닭갈비집은 여기임. 벌써 10년째 다니는 중 ,0.4724986851215362,1,0,0.0769230769230769,0.0,1,0,47,4.0,244.0,0.0,0,-1.0,False,,0.08543804430616672,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,3점평범4점맛있5점최고,2022-02-03,518.0,3.8,4.0,인후에서 제일 좋아하는 닭갈비집 ,0.5818108320236206,0,0,0.0,0.0,0,0,18,3.8,518.0,0.0176349890776768,0,-1.0,False,,0.08277771011345077,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,Arcanakim,2021-10-30,2.0,3.0,5.0,맛도 좋고 가성비도 좋네요. 재방문 의사 있음 ,0.5023452639579773,1,0,0.1428571428571428,0.0,1,0,26,3.0,2.0,0.0,0,-1.0,False,,0.11367290715569642,0
일미닭갈비파전 인하대점,닭요리,4.8,16,40,김연성,2020-06-08,3.0,3.7,5.0,사장님 친절하시고 음식도 맛있어요! ,0.5032100677490234,1,1,0.25,0.25,1,1,20,3.7,3.0,0.0,0,0.0,True,0.0,0.16609465211822166,0
꼬꼬얼큰이닭발 인하점,닭요리,4.7,6,19,야생의불사조,2025-05-02,18.0,4.1,5.0,닭발 인생맛집 ,0.5,0,0,0.0,0.0,0,0,8,4.1,18.0,0.0,0,-1.0,False,,0.08638342821014056,0
꼬꼬얼큰이닭발 인하점,닭요리,4.7,6,19,닥터장,2024-06-07,292.0,2.5,3.0,무뼈닭발 계란찜 주먹밥 조합 최고 모자라면 오돌뼈나 똥집 ,0.5782971382141113,0,0,0.0,0.0,0,0,32,2.5,292.0,0.0284263335509872,0,0.0,False,,0.08500127863761317,0
꼬꼬얼큰이닭발 인하점,닭요리,4.7,6,19,맛없으면리뷰도없음,2024-01-28,53.0,4.4,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.4,53.0,0.0,0,-1.0,False,,0.08387772215297082,0
꼬꼬얼큰이닭발 인하점,닭요리,4.7,6,19,규용,2024-01-25,11.0,4.2,5.0,인생 닭발!!부부 사장님 오래오래 건강하세요~~ ,0.5067777633666992,0,0,0.0,0.0,0,0,27,4.2,11.0,0.0,0,1.0,True,,0.19934760975901825,0
꼬꼬얼큰이닭발 인하점,닭요리,4.7,6,19,*,2020-09-12,3.0,5.0,5.0,사장님 너무 친절하시고 닭발 진짜 맛있음!! 계속 생각나는 맛 강추하고 가여 ,0.506453275680542,1,0,0.0909090909090909,0.0,1,0,43,5.0,3.0,0.0,0,-1.0,False,,0.14031111837881644,0
꼬꼬얼큰이닭발 인하점,닭요리,4.7,6,19,ㅋㅎㅎ,2019-11-22,381.0,4.3,5.0,친절하시고 맛있음 ,0.5,1,0,0.5,0.0,1,0,10,4.3,381.0,0.0681318681318681,0,-1.0,False,,0.08456421866122563,0
봉구스밥버거 인하대점,주먹밥,4.5,6,0,와,2025-09-12,10.0,4.2,5.0,좋음 그냥 최고 ,0.5,0,0,0.0,0.0,0,0,9,4.2,10.0,0.0,0,-1.0,False,,0.09876978274142399,0
봉구스밥버거 인하대점,주먹밥,4.5,6,0,이주영,2025-09-09,2.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,2.0,0.0,0,-1.0,False,,0.11845784762952216,0
봉구스밥버거 인하대점,주먹밥,4.5,6,0,초록너구리,2024-11-11,19.0,3.7,5.0,사장님 친절해요 ,0.5,1,0,0.5,0.0,1,0,9,3.7,19.0,0.0,0,-1.0,False,,0.08481368993428093,0
봉구스밥버거 인하대점,주먹밥,4.5,6,0,이준혁,2024-10-23,7.0,4.4,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.4,7.0,0.0,0,-1.0,False,,0.10471595937995264,0
봉구스밥버거 인하대점,주먹밥,4.5,6,0,두류,2024-09-06,29.0,4.3,5.0,사장님 친절하시고 양도 많이 주십니다 ,0.5065043568611145,1,0,0.2,0.0,1,0,21,4.3,29.0,0.0,0,-1.0,False,,0.10255700840777046,0
봉구스밥버거 인하대점,주먹밥,4.5,6,0,닥터장,2024-06-06,292.0,2.5,2.0,가난한 대학생의 푸짐한 한끼 그러나 건강식은 아님 ,0.8694287538528442,0,0,0.0,0.0,0,0,28,2.5,292.0,0.0284263335509872,0,0.0,False,,0.08454862727541972,0
산쪼메 인하대점,일본식라면,3.5,32,49,Spendal,2025-10-29,261.0,4.0,4.0,"대학가 맛집. 모든 매뉴들 평균 이상 해주고, 개인적으론 돈코츠가 제일 나은것 같아요. 가성비가 좋아서 추천 ",0.5064436197280884,0,0,0.0,0.0,0,0,61,4.0,261.0,0.0,0,-1.0,False,,0.08452297833935651,0
산쪼메 인하대점,일본식라면,3.5,32,49,CHR,2025-09-22,5.0,4.8,5.0,우선 직원들이 매우 친절하고 라멘 국물이 완전 제 스타일입니다!!돈코츠는 아주 진하고 산초메는 매운맛으로 선택했는데 적당히 칼칼하고 느끼함을... 더보기,0.6243295669555664,2,1,0.1111111111111111,0.0555555555555555,1,1,85,4.8,5.0,0.0,0,-1.0,False,,0.08603527179126737,0
산쪼메 인하대점,일본식라면,3.5,32,49,맘마먹고합시다,2025-09-18,11.0,4.5,1.0,여긴 올 때마다 면이 떡져있음 맛은 평범 ,0.6237572431564331,0,0,0.0,0.0,0,0,23,4.5,11.0,0.0,0,0.0,False,,0.24087728758830437,0
산쪼메 인하대점,일본식라면,3.5,32,49,최진혁,2025-07-05,3.0,5.0,5.0,여기 라멘도 괜찮는데 사이드도 미쳤음가라아게랑 윙 이거 겉바속촉인데바삭하고 씹는 순간 닭곰탕 흘러나옴... 더보기,0.6937346458435059,0,0,0.0,0.0,0,0,63,5.0,3.0,0.0,0,-1.0,False,,0.08962964752416328,0
산쪼메 인하대점,일본식라면,3.5,32,49,자야,2024-06-12,7.0,3.7,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.7,7.0,0.0,0,-1.0,False,,0.0863672457867252,0
산쪼메 인하대점,일본식라면,3.5,32,49,닥터장,2024-06-06,292.0,2.5,3.0,후문 부동의 원탑 라멘 ,0.5133565068244934,0,0,0.0,0.0,0,0,13,2.5,292.0,0.0284263335509872,0,0.0,False,,0.08258094362216825,0
산쪼메 인하대점,일본식라면,3.5,32,49,퉁그리,2023-04-22,391.0,3.9,4.0,라멘에 미니부타동 좋아요 ,0.5086958408355713,0,0,0.0,0.0,0,0,14,3.9,391.0,0.0197786732371712,0,-1.0,False,,0.08228600131587574,0
산쪼메 인하대점,일본식라면,3.5,32,49,식객,2023-04-07,10.0,2.6,1.0,걍 그럼 ,0.5,0,0,0.0,0.0,0,0,5,2.6,10.0,0.0,0,0.0,False,,0.08420800312147061,0
산쪼메 인하대점,일본식라면,3.5,32,49,쟌니,2022-12-10,83.0,3.8,4.0,그냥 무난무난한 맛이었어요.국물이 일반 돈코츠라멘보다 덜 깊은 느낌? ,0.6863370537757874,0,1,0.0,0.125,0,1,39,3.8,83.0,0.0,0,-1.0,False,,0.08385921427783374,0
산쪼메 인하대점,일본식라면,3.5,32,49,이나가,2022-11-17,410.0,3.4,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.4,410.0,0.4,0,0.0,False,,0.08252543498715456,0
산쪼메 인하대점,일본식라면,3.5,32,49,ㅋㅎㅎ,2022-03-06,381.0,4.3,4.0,매운 부타동 ,0.5,0,0,0.0,0.0,0,0,7,4.3,381.0,0.0681318681318681,0,-1.0,False,,0.08397474655133497,0
산쪼메 인하대점,일본식라면,3.5,32,49,3점평범4점맛있5점최고,2022-02-25,518.0,3.8,4.0,돈코츠라멘 평범하지만 맛있음가격 오르고는 안 가봄ㅠㅠ ,0.8425254225730896,0,0,0.0,0.0,0,0,30,3.8,518.0,0.0176349890776768,0,-1.0,False,,0.0842641008044011,0
산쪼메 인하대점,일본식라면,3.5,32,49,내 리뷰보면 실패안함,2022-01-03,188.0,3.7,4.0,"아직도 맛있음근데 가격도 오르고 양도 적어짐,,사장님, 서버... 더보기",0.613416314125061,0,0,0.0,0.0,0,0,40,3.7,188.0,0.0129346129888766,0,-1.0,False,,0.08358548804331663,0
산쪼메 인하대점,일본식라면,3.5,32,49,가성비대학생,2021-12-09,98.0,3.6,5.0,인후 최고 라멘집. 돈부리는 그럭저럭! ,0.586174726486206,0,0,0.0,0.0,0,0,22,3.6,98.0,0.0012254901960784,0,-1.0,False,,0.0842378994358763,0
산쪼메 인하대점,일본식라면,3.5,32,49,mok,2021-12-05,32.0,4.7,4.0,맛은 괜찮은데 가격이 좀 비싸진듯 ,0.9095942378044128,0,0,0.0,0.0,0,0,19,4.7,32.0,0.0059940059940059,0,-1.0,False,,0.08969853773984991,0
산쪼메 인하대점,일본식라면,3.5,32,49,커피꾼,2021-09-19,94.0,3.3,3.0,맛이변함 ,0.5,0,0,0.0,0.0,0,0,5,3.3,94.0,0.0,0,0.0,False,,0.08255540054461852,0
산쪼메 인하대점,일본식라면,3.5,32,49,맛집투어다니는사람,2021-02-28,2.0,1.0,1.0,신경좀 쓰길 맛변했음 ,0.602978527545929,0,0,0.0,0.0,0,0,12,1.0,2.0,0.0,0,0.0,False,,0.08401813762649206,0
산쪼메 인하대점,일본식라면,3.5,32,49,ㄱㅎㄱ,2020-11-23,1123.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1123.0,1.0,0,-1.0,False,,0.0889350379059115,0
산쪼메 인하대점,일본식라면,3.5,32,49,버터우유,2020-10-31,63.0,2.7,3.0,전에는 상당히 맛있었는데 최근 1~2년 사이에 손님이 많아져서 그런지 폼이 좀 떨어짐.그래도 인하대후문 일본라멘집중에서 제일 평타는 침 ,0.8936123847961426,1,0,0.0588235294117647,0.0,1,0,76,2.7,63.0,0.008635484159095,0,0.0,False,,0.08367896314371337,0
산쪼메 인하대점,일본식라면,3.5,32,49,도하,2020-08-31,10.0,4.0,3.0,옛날엔 맛집이었는데 지금은 그저그렇다.주인이 바뀐거 같긴한데 맛도 양도 떨어졌다 ,0.6599991321563721,0,0,0.0,0.0,0,0,45,4.0,10.0,0.0,0,0.0,False,,0.08912851062718162,0
솥고기67번길,삼겹살,3.5,2,252,뇽,2025-06-07,24.0,3.7,2.0,"궁금하면 한번 가볼만은 해요. 고기 질은 좋고 신선하지만 삼겹살은 양이 적은 느낌이고, 미나리를 기본으로 주지만 양이 적어요(추가는 3500원). 볶음밥도 그냥 무난하고 홀직... 더보기",0.8716323375701904,0,1,0.0,0.0434782608695652,0,1,104,3.7,24.0,0.0,0,0.0,True,0.0,0.08385922138147647,0
솥고기67번길,삼겹살,3.5,2,252,FRB'BKST,2024-07-04,26.0,4.7,5.0,생고기이고 삼겹 목살 1인분 220g으로 9900원에 식사할수 있어서 생각외로 괜찮은 곳이였어요... 더보기,0.5219029784202576,0,0,0.0,0.0,0,0,60,4.7,26.0,0.0,0,-1.0,False,,0.08451546409404428,0
더진국 수육국밥 인하대점,국밥,2.5,19,0,마타누이,2025-09-15,63.0,4.6,1.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.6,63.0,0.0616162488298779,0,0.0,False,,0.08356419241655386,0
더진국 수육국밥 인하대점,국밥,2.5,19,0,헐랭,2025-09-06,5.0,3.4,1.0,"요즘 더진국 상태가 안 좋다냉면은 면을 삶고 나서 찬물에 안 헹궈서 뜨겁게 먹었고,고기에선 냄새가 심하... 더보기",0.4279747903347015,0,0,0.0,0.0,0,0,64,3.4,5.0,0.0,0,0.0,True,0.0,0.08399581960908098,0
더진국 수육국밥 인하대점,국밥,2.5,19,0,류재형,2025-05-28,180.0,3.2,2.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
더진국 수육국밥 인하대점,국밥,2.5,19,0,ㅇㅁㅇㅁ,2025-04-08,20.0,2.4,1.0,"냉면 시키면 숯불구이 준다고 써져있는데 안주는것에서 1차, 매장 밖에 준다고 써져있다고 하니까 도배할 돈 없다는것에서 2차, 가격이랑 판매량 보면 그 돈이 없을 수 없다는 것에서 3차, 그러면서도 그 돈이 없... 더보기",0.3165191411972046,0,0,0.0,0.0,0,0,123,2.4,20.0,0.0,0,0.0,False,,0.0837131321621544,0
